Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30515195979899495,0.30022,0.08666804808273199,0.12659,0.59932,0.3
Parameter 2,0.1892091982066532,0.19068,0.07024307770577967,5.3624e-08,0.35599,0.2
Parameter 3,0.49875854271356784,0.49687,0.04494355377041859,0.36891,0.63092,0.5
Parameter 4,0.10557699999999996,0.10289,0.033274024670738964,0.022258,0.22736,0.1
Parameter 5,0.5211016080402011,0.50754,0.11512253993214916,0.27601,0.9206,0.5
Parameter 6,0.39179839195979904,0.38793,0.08303958775245471,0.17307,0.62088,0.4
Parameter 7,0.3053542211055275,0.30397,0.04571014842039379,0.18559,0.43651,0.3
Parameter 8,0.1975082713567839,0.19507,0.04557655906447437,0.075217,0.32582,0.2
Parameter 9,0.5909275758793969,0.6954,0.3933084016389387,-0.70259,1.0,0.7
