2.00E+02,1.47E-02,1.60E-02,-1.24E-02,-1.57E-02,6.06E-03,-1.08E-02,5.08E-02,-3.64E-02,3.07E-03,-1.07E-02,-5.39E-02
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
