1.930600000000000094e-01,2.963299999999999823e-01,4.923399999999999999e-01,2.608599999999999808e-01,5.411200000000000454e-01,2.791600000000000192e-01,1.245900000000000063e-01
4.126299999999999968e-01,2.346100000000000130e-01,4.674699999999999966e-01,6.442999999999999838e-01,3.641800000000000037e-01,2.544799999999999840e-01,1.528799999999999881e-01
2.754800000000000026e-01,3.717300000000000049e-01,3.795999999999999930e-01,9.985399999999999832e-01,2.393000000000000127e-01,1.701000000000000012e-01,5.348899999999999766e-01
2.051800000000000013e-01,3.127199999999999980e-01,4.551600000000000090e-01,4.038300000000000223e-01,4.255800000000000138e-01,3.268499999999999739e-01,1.087800000000000100e+00
4.407499999999999751e-01,4.994599999999999734e-02,4.693399999999999794e-01,8.602899999999999991e-01,1.916899999999999993e-01,2.640100000000000224e-01,8.373700000000000587e-02
2.696200000000000263e-01,1.305900000000000116e-01,5.501500000000000279e-01,5.115499999999999492e-01,3.016900000000000137e-01,4.309200000000000252e-01,8.093399999999999483e-01
3.281000000000000028e-01,1.218999999999999945e-01,5.755900000000000460e-01,5.531700000000000506e-01,2.870500000000000274e-01,4.037899999999999823e-01,4.693599999999999994e-01
2.562200000000000033e-01,1.651400000000000090e-01,4.981099999999999972e-01,5.751600000000000046e-01,2.376000000000000056e-01,4.223700000000000232e-01,8.305399999999999450e-01
3.555499999999999772e-01,1.633499999999999952e-01,5.658400000000000096e-01,4.873199999999999754e-01,4.592499999999999916e-01,2.487199999999999966e-01,1.085700000000000109e+00
4.430399999999999894e-01,3.922300000000000092e-02,4.875900000000000234e-01,7.962200000000000388e-01,2.750400000000000067e-01,2.318900000000000128e-01,4.105699999999999905e-01
3.944599999999999773e-01,1.804600000000000093e-01,4.547100000000000031e-01,4.839399999999999813e-01,4.682399999999999896e-01,2.649000000000000243e-01,8.593399999999999928e-01
3.825500000000000012e-01,1.345099999999999907e-01,4.521899999999999809e-01,1.904299999999999882e-01,6.665100000000000469e-01,2.109199999999999964e-01,6.746699999999999919e-01
1.996999999999999886e-01,3.123900000000000010e-01,4.797000000000000153e-01,1.046699999999999964e+00,1.045999999999999985e-01,3.120999999999999885e-01,8.047499999999999654e-01
3.932800000000000185e-01,4.759800000000000142e-02,4.873100000000000209e-01,1.081400000000000000e-01,8.045099999999999474e-01,1.007200000000000040e-01,9.978599999999999692e-01
2.727399999999999824e-01,2.620999999999999996e-01,4.998500000000000165e-01,5.857700000000000129e-01,2.113899999999999946e-01,3.382899999999999796e-01,3.362499999999999933e-01
3.785399999999999876e-01,2.363099999999999923e-01,4.991200000000000081e-01,4.144100000000000006e-01,4.945599999999999996e-01,2.421800000000000064e-01,5.575700000000000101e-01
2.504600000000000160e-01,3.252700000000000036e-01,3.770700000000000163e-01,2.865500000000000269e-01,6.056300000000000017e-01,2.377700000000000091e-01,2.438500000000000043e-02
3.341799999999999771e-01,9.400899999999999535e-02,5.826900000000000412e-01,4.488800000000000012e-01,4.040099999999999802e-01,3.189899999999999958e-01,6.222600000000000353e-01
4.011399999999999966e-01,8.495300000000000074e-02,4.950399999999999801e-01,7.294399999999999773e-01,1.218999999999999945e-01,2.911599999999999744e-01,1.805399999999999894e+00
4.851599999999999802e-01,1.847899999999999977e-03,6.617499999999999494e-01,5.105199999999999738e-01,2.715299999999999936e-01,3.842800000000000105e-01,1.478299999999999947e+00
3.705999999999999850e-01,1.143799999999999956e-01,5.280099999999999794e-01,1.052499999999999991e+00,7.876700000000000645e-08,2.591200000000000170e-01,8.351699999999999680e-01
3.603700000000000236e-01,8.249199999999999589e-02,5.482200000000000406e-01,3.342700000000000116e-01,6.000600000000000378e-01,1.941799999999999915e-01,1.082500000000000018e+00
3.141700000000000048e-01,2.366899999999999907e-02,6.740500000000000380e-01,8.517700000000000271e-01,2.132100000000000106e-01,3.542399999999999993e-01,8.469100000000000517e-01
2.788800000000000168e-01,1.974899999999999989e-01,4.211199999999999943e-01,4.577800000000000202e-01,3.218199999999999950e-01,3.688699999999999757e-01,1.250599999999999934e+00
2.615500000000000047e-01,2.567699999999999982e-01,4.332400000000000140e-01,2.743900000000000228e-01,5.877999999999999892e-01,2.345599999999999907e-01,8.880400000000000515e-01
