Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30125271356783917,0.29652,0.04446673705360377,0.19744,0.41392,0.3
Parameter 2,0.20198921105527634,0.20879,0.06219109412026011,0.059879,0.36559,0.2
Parameter 3,0.49623783919597986,0.49745,0.03855065540317496,0.38346,0.59195,0.5
Parameter 4,0.5168112562814069,0.50184,0.0885392548487705,0.25988,0.82543,0.5
Parameter 5,0.3884195979899497,0.38555,0.07148972136709526,0.19556,0.63895,0.4
Parameter 6,0.29978190954773887,0.30059,0.03188125982472961,0.20261,0.41525,0.3
Parameter 7,0.7251162487437184,0.73712,0.2624008153889649,0.0081135,1.4265,0.7
