3.445599999999999774e-01,1.791800000000000059e-01,4.498500000000000276e-01,4.466899999999999760e-01,4.214899999999999758e-01,3.388499999999999845e-01,1.233999999999999986e+00
3.884799999999999920e-01,1.805400000000000060e-01,4.927000000000000268e-01,5.509199999999999653e-01,3.005900000000000238e-01,3.253599999999999826e-01,1.194099999999999939e+00
3.382499999999999951e-01,2.330099999999999949e-01,4.653200000000000114e-01,4.599199999999999955e-01,4.850300000000000167e-01,2.431500000000000050e-01,9.377900000000000125e-01
1.944799999999999862e-01,3.550599999999999867e-01,4.392099999999999893e-01,5.190900000000000514e-01,3.864699999999999802e-01,2.577900000000000191e-01,4.450000000000000067e-01
4.316599999999999882e-01,9.377800000000000025e-02,5.043600000000000305e-01,4.310300000000000242e-01,4.092299999999999827e-01,3.271399999999999864e-01,8.942600000000000549e-01
2.902500000000000080e-01,1.694599999999999995e-01,5.329300000000000148e-01,4.208200000000000274e-01,4.470500000000000029e-01,2.834499999999999797e-01,4.786400000000000099e-01
3.420000000000000262e-01,1.763399999999999967e-01,5.087899999999999645e-01,4.866400000000000170e-01,3.792900000000000160e-01,3.285000000000000142e-01,2.144500000000000017e-01
2.757499999999999951e-01,2.453200000000000103e-01,4.309100000000000152e-01,5.392900000000000471e-01,3.498800000000000243e-01,3.341000000000000081e-01,6.420599999999999641e-01
3.982800000000000229e-01,1.578400000000000081e-01,4.540600000000000191e-01,4.667600000000000082e-01,3.840500000000000025e-01,3.466400000000000037e-01,4.055099999999999816e-01
3.447299999999999809e-01,1.019499999999999990e-01,5.202200000000000157e-01,4.614599999999999813e-01,4.176099999999999812e-01,3.226299999999999724e-01,5.511899999999999578e-01
2.326300000000000034e-01,2.377499999999999891e-01,5.232299999999999729e-01,5.232700000000000129e-01,4.022600000000000064e-01,2.692499999999999893e-01,7.875600000000000378e-01
3.428599999999999981e-01,1.907500000000000029e-01,4.669900000000000162e-01,4.919200000000000239e-01,3.804699999999999749e-01,3.260399999999999965e-01,5.059600000000000035e-03
3.189199999999999813e-01,2.294799999999999895e-01,4.652700000000000169e-01,8.834400000000000031e-01,9.276800000000000324e-02,3.450900000000000079e-01,9.631999999999999451e-01
