Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.31145551999999993,0.30337,0.0795829280758732,0.12459,0.63306,0.3
Parameter 2,0.19655621273220023,0.194545,0.07570056952061964,2.7601e-06,0.40721,0.2
Parameter 3,0.49160220000000004,0.488655,0.04739800476349188,0.3383,0.6289,0.5
Parameter 4,0.10091466599999999,0.102685,0.033705230346437985,0.011142,0.21219,0.1
Parameter 5,0.4949664400000001,0.48528,0.11382804623170159,0.22532,0.87,0.5
Parameter 6,0.40409864,0.406355,0.08025492606781469,0.14554,0.63425,0.4
Parameter 7,0.3025959200000001,0.30022000000000004,0.044708943375499244,0.18514,0.49177,0.3
Parameter 8,0.19540394600000016,0.19662000000000002,0.044683967773991216,0.063606,0.35642,0.2
Parameter 9,0.5801315993400004,0.642835,0.359808891192611,-0.65939,1.0,0.7
