Parameter,Mean,Median,Std,Min,Max,Real Value,MADE,MSE
Parameter 1,0.623313404721173,0.6442925657741705,0.542039287343284,-1.1817685115507175,2.6268052736664127,0.5,0.431024446484037,0.3090127848075431
Parameter 2,0.1397367469184306,0.1742473012224917,0.3033286329845724,-0.8121347283114073,0.7724354742034981,0.2,0.24473673222385636,0.0956399192602628
Parameter 3,0.3099334213041723,0.2961899433776423,0.2315242998139372,-0.364072923510882,1.0772794064924165,0.3,0.17768587383688447,0.05370217426314006
Parameter 4,0.1916210942975109,0.1912483672188601,0.079750047707957,0.0018946939770358,0.4782150679638891,0.2,0.06460887214221174,0.006430276170192626
Parameter 5,0.644050628433954,0.567485195614831,0.6160335569821114,-1.1988937892322893,2.4449591491179103,0.3,0.5234153589034621,0.4978681782538308
Parameter 6,0.2720202787276042,0.2740792110812585,0.2957593799091412,-0.6319231538130562,1.3571829479015298,0.4,0.25168539954089314,0.10385241986119981
Parameter 7,0.1726613286461424,0.1991998990342943,0.2336800975145495,-0.4500996342539237,0.7380317196088149,0.2,0.18367575572254072,0.05535379092580362
Parameter 8,0.2898974234963954,0.292857690400893,0.0795974050425018,0.0812766445137872,0.511196519348233,0.3,0.06575567753534009,0.006437808941511282
