Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30883215999999986,0.30568,0.05534989031727526,0.1721,0.50975,0.3
Parameter 2,0.19321122000000013,0.18977,0.05510927270613906,0.04379,0.35824,0.2
Parameter 3,0.4989042999999995,0.49888,0.03541704551921292,0.38408,0.59764,0.5
Parameter 4,0.100806766,0.10206,0.023406367010607262,0.044218,0.18414,0.1
Parameter 5,0.5060926599999997,0.49868,0.08159759425083805,0.32018,0.80112,0.5
Parameter 6,0.40050115999999936,0.40371999999999997,0.056717050881145065,0.2261,0.54514,0.4
Parameter 7,0.30110446,0.301025,0.034353235403792745,0.19899,0.41312,0.3
Parameter 8,0.19680117999999996,0.195295,0.031025770565895693,0.10828,0.28638,0.2
Parameter 9,0.6573008337399991,0.70641,0.2845861450403217,-0.3416,1.0,0.7
