Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30110453999999987,0.30105499999999996,0.03977863292759568,0.20594,0.44769,0.3
Parameter 2,0.20067766799999998,0.20079,0.05568238731870049,0.065476,0.37841,0.2
Parameter 3,0.4960821400000003,0.496755,0.03779164596071993,0.39599,0.59962,0.5
Parameter 4,0.5105720800000004,0.50667,0.09104384956752208,0.31014,0.85052,0.5
Parameter 5,0.3959409600000002,0.39583,0.07039604174297306,0.18806,0.59285,0.4
Parameter 6,0.29717746000000006,0.29505499999999996,0.03288413929766751,0.19997,0.39961,0.3
Parameter 7,0.6979482075714001,0.6891400000000001,0.27978526712493634,2.6857e-06,1.6136,0.7
