Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.3196340050251256,0.30198,0.13717104020598128,0.040021,0.80651,0.3
Parameter 2,0.1920805581970311,0.19048,0.1067828609562799,7.0392e-09,0.50694,0.2
Parameter 3,0.4881345728643214,0.49213,0.07365199442040919,0.31384,0.70317,0.5
Parameter 4,0.10328045261306529,0.1005,0.05366384556828209,2.349e-05,0.28174,0.1
Parameter 5,0.5219075376884419,0.50213,0.1704796340021732,0.15811,0.99991,0.5
Parameter 6,0.40431265326633165,0.41895,0.13437811548336168,0.001957,0.77339,0.4
Parameter 7,0.3099344723618092,0.30809,0.07705143152530317,0.11255,0.49852,0.3
Parameter 8,0.1784870287035175,0.17049,0.0703002214721761,2.4672e-05,0.38102,0.2
Parameter 9,0.501381281407035,0.65378,0.5165503518788482,-0.99999,1.0,0.7
