0.054974,0.76099,0.0028028,0.92961,0.69667,0.58279,0.6766,0.80191,0.98891,0.00052238,0.73088
0.59709,0.98509,0.0066047,0.43237,0.78513,0.2269,0.0024708,0.86862,0.56845,0.84391,0.4773
0.58703,0.083819,0.0020699,0.075616,0.39433,0.17615,0.99835,0.28929,0.97702,0.029561,0.17419
0.985,0.2199,0.011523,0.14495,0.21407,0.057424,0.23184,0.23245,0.33691,0.19158,-0.31791
0.22471,0.01143,0.52001,0.087324,0.27207,0.41564,0.011859,0.43523,0.24988,0.14808,0.98708
0.39454,0.54942,0.00079249,0.07616,0.19442,0.32699,0.0024717,0.38232,0.29913,0.22437,0.99409
0.46898,0.22292,0.23478,0.045745,0.21664,0.12522,0.28352,0.25087,0.28444,0.1694,0.66037
0.56834,0.40286,0.99946,0.72153,0.73149,0.053387,0.00072377,0.99932,0.98264,0.47967,0.57134
0.65928,0.086011,0.41512,0.087446,0.14604,0.36776,0.21087,0.19936,0.24071,0.22473,0.85448
0.26784,0.57289,0.0036437,0.045454,0.24812,0.069762,0.19748,0.30982,0.37971,0.12191,0.1285
0.13161,0.95088,3.1584e-07,0.0066115,2.627e-05,0.10851,0.0031728,0.62542,0.29629,0.089035,-0.9999
0.61038,0.19545,0.27984,0.055313,0.19167,0.38197,0.073912,0.26147,0.32258,0.21177,0.10631
0.528,0.0080083,0.42913,0.099494,0.22541,0.085202,0.32882,0.25441,0.30845,0.10058,0.83441
0.36526,0.4019,0.23538,0.097102,0.14276,0.060126,0.37443,0.087955,0.37493,0.14502,-0.17409
0.6421,0.12218,0.28924,0.11569,0.18036,0.72604,0.32829,0.029396,0.33022,0.11137,0.95824
0.65667,0.20922,0.058372,0.23823,0.2687,0.31846,0.32079,0.015757,0.45721,0.15393,0.16413
0.64704,0.28384,0.04728,0.1236,0.24988,0.46917,0.010646,0.27961,0.23135,0.29725,0.49255
0.3984,0.50688,1.4056e-05,0.039842,0.26095,0.24144,0.21072,0.3566,0.32442,0.087026,-0.99968
0.67957,0.23705,0.21773,0.07384,0.16367,0.44444,0.1116,0.058973,0.43272,0.27416,0.14301
0.29034,0.54177,0.066067,0.10038,0.15931,0.02415,0.45793,0.043938,0.32988,0.24284,0.92273
0.54606,0.019535,0.37015,0.099198,0.22258,0.34694,0.17758,0.12883,0.3514,0.2692,-0.28554
0.56322,0.42596,0.1248,0.10936,0.16964,0.18448,0.16651,0.32253,0.33415,0.093311,0.2139
0.50178,0.046232,0.36734,0.096548,0.18182,0.16129,0.5318,0.10272,0.19881,0.18034,0.5574
0.77922,0.24015,0.21547,0.12609,0.10203,0.54443,0.24189,0.093675,0.3295,0.15688,0.67316
0.78389,0.24656,0.11524,0.11581,0.18681,0.091651,0.16501,0.37015,0.25946,0.20644,-0.57998
0.75637,0.39731,0.026464,0.09197,0.12563,0.033357,0.27504,0.29298,0.19812,0.25432,0.60055
0.21572,0.35102,0.27052,0.08242,0.19136,0.42516,0.017977,0.3439,0.29136,0.22808,0.20454
0.015255,0.049729,0.52185,0.22761,0.18849,0.7227,0.020204,0.28873,0.26931,0.15005,-0.95588
0.98211,0.0021079,0.09554,0.12406,0.26293,0.041052,0.45884,0.58585,0.026021,0.00069399,-0.25251
0.53873,0.45362,0.11163,0.053723,0.16853,0.055161,0.089067,0.4157,0.31326,0.17758,0.9413
0.63879,0.35087,0.026535,0.10081,0.21664,0.84365,0.50838,0.019675,0.16676,0.10659,0.76508
0.33348,0.24179,0.23626,0.15757,0.21069,0.17577,0.42886,0.041471,0.15163,0.29035,0.16587
0.40021,0.61898,0.0025393,0.21541,0.00076805,0.94835,0.51239,0.37515,0.031207,0.47666,0.50332
0.3539,0.49439,0.0067985,0.18223,0.18473,0.011413,0.15866,0.49338,0.28565,0.074518,0.61511
0.85767,1.3947e-05,0.36362,0.039127,0.22677,0.4024,9.8447e-06,0.3291,0.37554,0.1625,0.80472
