Size,Biais_0,Biais_1,Biais_2,Biais_3,Biais_4,Biais_5,Biais_6,Biais_7,Biais_8
size_200,0.017097227416000227,-0.00785338128155802,-0.010337639999999981,0.0018798962136758884,-0.012654080000000512,0.019082523103199467,0.00522988000000002,-0.02076451309841601,-0.19787080199999996
size_500,0.011271820000000099,-0.0035585274707199133,-0.008352040000000116,0.0009974559999997995,-0.006392080000000022,0.004942819999999792,0.002330120000000213,-0.00476162400000002,-0.11567956100000043
size_1000,0.008753940000000016,-0.006752763999999911,-0.0010926600000005782,0.0008024059999998945,0.005777740000000087,0.0007072999999994667,0.0010313200000000022,-0.0032432800000002093,-0.040119396400000396
