Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30875394,0.30515000000000003,0.05536982340116683,0.17198,0.50976,0.3
Parameter 2,0.19324723600000016,0.189905,0.0551690850201116,0.043779,0.35816,0.2
Parameter 3,0.4989073399999994,0.499015,0.0354180546095406,0.38405,0.59763,0.5
Parameter 4,0.10080240599999994,0.10192999999999999,0.02341484296426445,0.044219,0.1838,0.1
Parameter 5,0.5057777400000001,0.49876,0.08141438488800606,0.3191,0.79723,0.5
Parameter 6,0.40070729999999954,0.40454500000000004,0.05665777459193044,0.22409,0.54475,0.4
Parameter 7,0.30103132,0.30123500000000003,0.03434960497964424,0.19883,0.41311,0.3
Parameter 8,0.19675671999999986,0.195415,0.03104410073494802,0.10889,0.28648,0.2
Parameter 9,0.6598806035999996,0.708555,0.2857113148551302,-0.3472,1.0,0.7
