Size,Parameter,Mean,Std,Median,Min,Max
200,1,0.36377193132548874,0.27170236818837284,0.3573713494899956,-0.45417268262156674,1.187977752475498
200,2,0.17614665088166936,0.1644151878194358,0.1688829335496102,-0.5940936676449567,0.5850329827357621
200,3,0.4654471928912261,0.10384465439235059,0.47142891754950517,0.18742581116549473,0.7933984944655968
200,4,0.6637027079475979,0.28068349111172264,0.6381790955617945,-0.032017793877953935,1.6157046499396372
200,5,0.30987922289650294,0.17954533584438884,0.3282243809086373,-0.388285170690716,0.7338722040129039
200,6,0.2941666440214801,0.07896015299859001,0.29518705996860306,0.08962483976321611,0.47925660726524216
500,1,0.32310822873939316,0.14567919887183217,0.33127881280825894,-0.08513128343660968,0.7487778045712923
500,2,0.18165391097617234,0.10007599372633305,0.17456682760026793,-0.26470156375249876,0.4716301222349999
500,3,0.4853604087946416,0.060525041196848144,0.4885501135240551,0.327941890022037,0.6539305432309565
500,4,0.5669014525828088,0.1702730157533516,0.5639271682582171,0.13798466037578971,1.054730676274977
500,5,0.36624736073714986,0.11835751845359845,0.3570449187539153,0.04114724379152916,0.7080120216446621
500,6,0.29032250733305215,0.05272304245125685,0.28790914047240823,0.140343757804963,0.4284138604843163
1000,1,0.3172875496056644,0.10371104486238783,0.30597562126698724,0.021940701878151503,0.625708551812582
1000,2,0.19185074331007268,0.0710296253385939,0.1903585601118783,-0.0004592317311792743,0.3658424206194799
1000,3,0.4969085485524472,0.0443831850141042,0.49365415079814207,0.3745449286750411,0.6134004679435829
1000,4,0.5407035568393006,0.11236897392119262,0.537646927260939,0.2443047482095138,0.9490751418704139
1000,5,0.37715227645141225,0.08364561628026032,0.3751484804944327,0.13257895137929715,0.6044647491422854
1000,6,0.29886461175033785,0.0362689256869517,0.29673935525032646,0.18146937373298033,0.41599963730383427
