Size,Parameter,Mean,Std,Median,Min,Max
200,1,0.7337384034161417,0.4454340147545621,0.6609531831282252,-0.6423651023673804,2.080441445467666
200,2,0.09192419213027829,0.46472006282408956,0.08753208153478007,-2.104410606469056,1.99465942829138
200,3,0.2926572846737557,0.36553295907791644,0.295474632479233,-1.1484061389393183,1.8311139317526233
200,4,0.19316337476448261,0.07587726366839383,0.1935031615446433,0.012538956112440602,0.39673346176002433
200,5,0.48546218249373463,0.40050728470985264,0.47098350965930164,-0.7717052365158735,1.6983457998171003
200,6,0.21403908142749897,0.40928936140506733,0.20983186308359913,-0.9551461768274343,1.5595472801548336
200,7,0.26626471828745435,0.30446969800964047,0.2840576438358961,-0.5279445770776838,1.068036589437439
200,8,-0.0054333261752920895,0.07850373569003999,-0.008414883294143582,-0.1978529653171398,0.23379929606448263
500,1,0.6315233911439379,0.3194811634226148,0.5753471027512149,0.010140884113435944,1.7866344741155493
500,2,0.09218392548321017,0.39760501079122407,0.13588273959560457,-1.237840632167527,1.2281034130767003
500,3,0.336086443568383,0.3045061067163367,0.33899592825406333,-0.8629084314514188,1.5393220382057824
500,4,0.20014867526542937,0.05036463715631185,0.20044345828440535,0.05792686018164084,0.3306123884395168
500,5,0.3703106389531749,0.3135535976033365,0.37599155920764227,-0.4109212626157559,1.1580417193461114
500,6,0.29730293895033244,0.4698500833684134,0.2903468077012738,-0.9310050690968598,1.590209158269181
500,7,0.25272829721683615,0.3553877583958743,0.26387645837303897,-1.0927387095468108,1.1957764061720402
500,8,-0.0007177381269837697,0.046694866988390274,-0.0006449283554856022,-0.10618572712693519,0.139214723691876
1000,1,0.5362639434832326,0.21370860190356591,0.4991355619974993,0.138299722552373,1.6639448279126936
1000,2,0.1995761083998343,0.3550216956350285,0.17454501746670836,-0.93644533535106,1.5237824545519774
1000,3,0.28326146789290907,0.2715283725573244,0.28191235461971353,-0.7162864902181854,1.0667340282067421
1000,4,0.1967587498222665,0.03522511711952433,0.19543819183835265,0.08452666222987582,0.316074797867111
1000,5,0.3394425452575564,0.2634921935605383,0.3640752963545152,-0.7887503668476143,1.022011667080066
1000,6,0.33482952536699734,0.45185854171677164,0.3409732661363513,-1.2820297448891922,1.569478813137614
1000,7,0.24503027887273163,0.3347038110382589,0.24690327949493115,-0.7827886599333111,1.3906704144738455
1000,8,-0.002415474845084191,0.033545018969696465,-0.0050705816044424035,-0.09364652029785295,0.09804938823310116
