theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,LogLikelihood,AIC,BIC
1.77336786412006,0.463956271678901,0.65817058620567,0.0666134229396538,0.431969378278567,0.607807336031124,0.0040753022125913,0.36303768259139,0.0315906508388213,0.0643633574141547,1.69906646827128,2328.44499656926,-4634.88999313851,-4591.9911222491
1.7667179740697,0.466831834029301,0.650484051369104,0.0672171540662879,0.42722259542978,0.553946282709673,0.00439611420791223,0.404517182686724,0.0323146346476561,0.0527613824650787,1.69852900348453,2328.61140720623,-4635.22281441246,-4592.32394352305
1.6372992991618,0.503068216650008,0.594231023021965,0.0616212664817896,0.420097866841766,0.65658122344742,0.000159275846777265,0.338944806286019,0.0337712238946285,0.0657894549543384,1.76693799921711,2328.37292823008,-4634.74585646017,-4591.84698557076
1.74472867296498,0.482567533034645,0.620750244344486,0.0645382372694995,0.407486070886118,0.593620384257727,0.00441620856079602,0.370809827499715,0.0322876511697687,0.0607813656486595,1.65406414715592,2328.4559684638,-4634.9119369276,-4592.0130660382
1.61886850778246,0.507583171300799,0.579844816333579,0.0626733867466593,0.419979783280755,0.632210883705192,8.67907874703219e-06,0.357786950951593,0.033480231435021,0.0651410239655081,1.82088759558061,2328.47115746989,-4634.94231493978,-4592.04344405037
1.72226126634316,0.490032705007328,0.603336983188636,0.0619316643084165,0.416688352916217,0.613018906040789,0.00427709936940433,0.35144733423842,0.0331222170588095,0.0640185729529986,1.65310506941219,2328.36045267966,-4634.72090535933,-4591.82203446992
1.64762696343216,0.490843970047431,0.651999040098731,0.0614081687304025,0.415719860176728,0.63289268622111,0.00403548046299148,0.334733403597773,0.0333627125159553,0.0681960847671514,1.63728073759871,2328.27500163211,-4634.55000326422,-4591.65113237481
1.70672499483495,0.487107764137177,0.622678315807761,0.0624297057837185,0.419456448351103,0.643498248409351,0.0045140542123101,0.325362769696485,0.0332324290555653,0.0689742949806834,1.65832813171403,2328.22880629608,-4634.45761259216,-4591.55874170276
1.63975401544368,0.502611525726554,0.594319900667273,0.0616400793119205,0.420471754409828,0.656918520694723,7.97734884141432e-06,0.339784061795436,0.0337346404787706,0.0655593048362589,1.77236609750153,2328.38061308407,-4634.76122616815,-4591.86235527874
1.65964480707043,0.493025193430714,0.635388949885948,0.0604447373130241,0.419159639700958,0.618711269731297,0.00421420146250522,0.345207972004306,0.0331983238540633,0.0667967318005575,1.66757661133862,2328.33891329298,-4634.67782658597,-4591.77895569656
1.77142298379857,0.477262005315666,0.624981631554814,0.0641154800663444,0.413650423868635,0.591972529005166,0.00455455336629281,0.368189539684259,0.0330920839562993,0.0598890601477985,1.69000186505369,2328.42997857753,-4634.85995715505,-4591.96108626565
1.3478030177951,0.530677331600978,0.677525161043758,0.0589275925954287,0.40757442047374,0.635731715282397,0.00416098908855381,0.341009696595931,0.0314796678923385,0.0686751976729702,1.70884149370192,2328.34240517891,-4634.68481035782,-4591.78593946841
1.78749173832216,0.467933028375279,0.63365157459766,0.0637552475259594,0.441457537739203,0.574353156830391,0.00462371987504725,0.385304707048097,0.0323994851043766,0.0572752428345744,1.68620346720603,2328.50880878482,-4635.01761756965,-4592.11874668024
1.52600208048022,0.519882703122034,0.610448993519943,0.0568133462356838,0.416730297332868,0.627117590483403,1.88787222497664e-05,0.369303779411304,0.0330929623887936,0.0610855405657296,1.99869717111834,2328.48142271913,-4634.96284543826,-4592.06397454885
1.69567590932688,0.490712362602177,0.599664656013758,0.0636322736896926,0.426341272325066,0.617065595061592,0.00424405449051848,0.349709071924001,0.0326860110634232,0.0657279955807761,1.67269087309964,2328.37098475482,-4634.74196950964,-4591.84309862023
1.74986058384697,0.490883137590296,0.561579938849714,0.0608469418939178,0.442273191700234,0.558675227331807,0.00350898069796904,0.398734424417594,0.0319565618720508,0.0614634477694291,1.67540051532817,2328.578210974,-4635.156421948,-4592.25755105859
1.67321490589993,0.486365781076206,0.648691507413227,0.062544543630711,0.418201907249129,0.622960639639517,0.00387869052287084,0.343595943113698,0.0333591714809486,0.0663141486455732,1.65173340510706,2328.32644436141,-4634.65288872282,-4591.75401783341
1.80224498231778,0.457702259991587,0.650768658191435,0.0680767514597221,0.444211474179806,0.585380698533614,0.00431863480489847,0.381201052924551,0.0312446793006498,0.060802940790066,1.65267215885864,2328.49546886865,-4634.99093773731,-4592.0920668479
1.65608315741667,0.48917705027607,0.64883896804464,0.0606418425426005,0.42660510386549,0.59196304115827,0.00390821916661837,0.377167468801992,0.0312995600884687,0.0618853778523938,1.65150275868066,2328.5453274754,-4635.09065495079,-4592.19178406139
1.77713407881942,0.470954679082462,0.617390167063992,0.0683007419768688,0.429226578543591,0.590639383027299,0.00455409699662557,0.371809501549317,0.0330303906840448,0.0570107588876475,1.62115935474534,2328.41508048101,-4634.83016096202,-4591.93129007261
1.42765685412846,0.523030622334367,0.645285411247381,0.0616673322916597,0.411232089480405,0.63324723816194,0.00398831425478232,0.337842720997722,0.0335108053111728,0.0643228147145586,1.68712187466427,2328.28348210592,-4634.56696421183,-4591.66809332243
1.76452617672535,0.482539418365224,0.602562280821303,0.0650656013619784,0.411381921044352,0.537983419437465,0.00443788994103631,0.425606073246416,0.0302581419023749,0.0512235158209106,1.6169095966267,2328.69581793489,-4635.39163586979,-4592.49276498038
1.73452451694443,0.492960658384556,0.596419698653872,0.0564242991683087,0.428798098772407,0.600224885054312,0.00454021792573477,0.362101168509119,0.0323742322532896,0.0640884116169796,1.65294812160506,2328.39428624842,-4634.78857249685,-4591.88970160744
1.66891814422522,0.493657222559204,0.621585783191838,0.0580425435722358,0.437431076643874,0.552994798535952,0.00455751254302269,0.398516969561906,0.0323650616010423,0.0571436651908275,1.53443249730359,2328.53523817424,-4635.07047634847,-4592.17160545907
1.47371534703247,0.510462900842533,0.690701356569613,0.0591090487718147,0.407577904635094,0.651501545938137,0.000802290143385871,0.339729560650279,0.0334897476582628,0.0661823376015814,1.7640198045802,2328.36077281785,-4634.7215456357,-4591.82267474629
