Parameter,Mean,Median,Std,Min,Max,Real Value,MADE,MSE
Parameter 1,0.3144058990443548,0.3295666273266632,0.1265902356152393,-0.066994996994069,0.6254567930799318,0.3,0.10190167341278339,0.016232617680397965
Parameter 2,0.1806931434829178,0.1715855232497341,0.1322616504896114,-0.1865410361492816,0.6573519297494385,0.2,0.10411699613151917,0.017865898898807322
Parameter 3,0.4976982259925941,0.4966890617816051,0.0375702917058197,0.3441392888220791,0.6204606295307431,0.5,0.029192174039566324,0.0014168249824415538
Parameter 4,0.3510329260274416,0.3538838736337756,0.2076112293011857,-0.3594550005155097,1.1482883464522462,0.1,0.2712553080184972,0.1061199524818485
Parameter 5,0.5672973905391979,0.5445285143269804,0.1459354088150234,0.2797691515856599,0.9643404378973888,0.5,0.12083856261524668,0.02582608231939332
Parameter 6,0.339279674356144,0.3572814565914842,0.1556570117488774,-0.0861449586185475,0.7499433854258643,0.4,0.12895211458497052,0.02791606325288609
Parameter 7,0.046373008253144,0.0539352142311242,0.2166283556949347,-0.6608475131551048,0.7544201856402533,0.3,0.27811746118463865,0.1112544954336509
Parameter 8,0.194112691831603,0.193603056687594,0.036646591764671,0.1140438547036948,0.3162513976048756,0.2,0.029693633558203498,0.0013776330854361272
