Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.4789865640000002,0.47795,0.1682001638685821,0.035641,0.88649,0.5
Parameter 2,0.21120614006780006,0.20401,0.10688479994545202,9.0339e-06,0.59261,0.2
Parameter 3,0.30478406999999985,0.30092,0.08072979722683006,0.092795,0.60037,0.3
Parameter 4,0.19654469199999994,0.19758,0.031873198700744426,0.095036,0.30104,0.2
Parameter 5,0.32136747932,0.308535,0.17178987473919471,0.00039306,0.84585,0.3
Parameter 6,0.3899512780000002,0.38715999999999995,0.11575665362841445,0.039229,0.69451,0.4
Parameter 7,0.19755315739999998,0.19312,0.09213655738270776,0.0081197,0.44447,0.2
Parameter 8,0.2982581800000002,0.299025,0.03375896893697438,0.20026,0.40627,0.3
Parameter 9,-0.4778575629999997,-0.506525,0.29455761190650526,-0.99709,0.42386,-0.5
