Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.2982636753999998,0.29997,0.059186769625196915,0.0026703,0.74507,0.3
Parameter 2,0.20659451557799996,0.201725,0.09183018979932407,4.6639e-05,0.99919,0.2
Parameter 3,0.4913668856000007,0.493935,0.06811382911986312,0.0011122,0.98646,0.5
Parameter 4,0.5009041871423998,0.502675,0.11980092610162789,5.3712e-06,0.97378,0.5
Parameter 5,0.4006208378000005,0.397625,0.10781286517320997,0.0021227,0.99603,0.4
Parameter 6,0.30177943208237995,0.29500000000000004,0.07441499079276656,1.4119e-07,0.99998,0.3
Parameter 7,0.7506347416491196,0.69652,0.3840484488260299,5.3666e-07,1.9975,0.7
