Parameter,Mean,Median,Std,Min,Max,Real Value,MADE,MSE
Parameter 1,0.3172875496056644,0.3059756212669872,0.1037110448623878,0.0219407018781515,0.625708551812582,0.3,0.08144012828762502,0.01105484019781653
Parameter 2,0.1918507433100726,0.1903585601118783,0.0710296253385939,-0.0004592317311792,0.3658424206194799,0.2,0.05800126015047648,0.005111618060339345
Parameter 3,0.4969085485524472,0.493654150798142,0.0443831850141042,0.3745449286750411,0.6134004679435829,0.5,0.03595500402986448,0.001979424184048781
Parameter 4,0.5407035568393006,0.537646927260939,0.1123689739211926,0.2443047482095138,0.949075141870414,0.5,0.0920447098592095,0.014283565839471832
Parameter 5,0.3771522764514122,0.3751484804944327,0.0836456162802603,0.1325789513792971,0.6044647491422854,0.4,0.06830194367710136,0.007518607594257244
Parameter 6,0.2988646117503378,0.2967393552503264,0.0362689256869517,0.1814693737329803,0.4159996373038342,0.3,0.02842976617207984,0.0013167240769630956
