Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.48133931432160776,0.46607,0.22622739678314308,0.00031622,0.99984,0.5
Parameter 2,0.2156730914601004,0.19182,0.1370333200939377,2.8856e-07,0.6809,0.2
Parameter 3,0.3005944522613066,0.28789,0.10536964266501639,0.068742,0.65346,0.3
Parameter 4,0.19534697989949745,0.1973,0.04538499798213933,0.069078,0.31057,0.2
Parameter 5,0.3708388845879396,0.35242,0.23127017912624603,9.2633e-05,0.98581,0.3
Parameter 6,0.3670350417085428,0.36624,0.14812440608166622,0.0013154,0.73379,0.4
Parameter 7,0.20108116080402005,0.19041,0.12203267954501057,0.0037767,0.54748,0.2
Parameter 8,0.29295442211055267,0.2937,0.04555795310368653,0.13337,0.42049,0.3
Parameter 9,-0.4777022281407036,-0.52632,0.36524901259500214,-0.99996,0.73822,-0.5
