Size,Biais_0,Biais_1,Biais_2,Biais_3,Biais_4,Biais_5,Biais_6,Biais_7,Biais_8
size_200,-0.06364271758793982,0.0354227759798994,0.004885315778894506,-0.010429883014070412,0.09523118713567852,-0.07432598442211052,0.042504227030150776,-0.016107437185929607,0.07273785577889441
size_500,-0.018660685678392297,0.015673091460100402,0.0005944522613066106,-0.004653020100502614,0.07083888458793963,-0.032964958291457236,0.0010811608040199872,-0.007045577889447374,0.022297771859296378
size_1000,-0.010831919597990014,0.008418224442211075,-0.0025565829145728913,-0.004378944723618106,0.0405285879396986,-0.020820407035175903,0.004236056281406997,-0.0012813065326631734,0.010731442713568018
