Size,Biais_0,Biais_1,Biais_2,Biais_3,Biais_4,Biais_5,Biais_6,Biais_7,Biais_8,Biais_9,Biais_10
size_200,0.014687351758793765,0.015953126130653306,-0.012418280041855412,-0.01565242515138751,0.006056003015075279,-0.010774187201004981,0.0508267713421105,-0.036405765829145786,0.003067180904522515,-0.01070342997989951,-0.05394693718592952
size_500,0.002472487437185533,0.009272669597989891,-0.0023181757714572093,-0.008231047402010111,0.00023957788944709013,0.0034089733668341005,0.03171797744599089,-0.026854505527638073,0.0030162814070350263,-0.007897874371859515,-0.11188734080402013
size_1000,0.0031234170854271825,-0.013921738190954713,0.013656275796608885,-0.002175814070351806,0.0017735678391959941,-0.004978075376884383,0.0360428830085025,-0.03077762361809039,-0.0016942211055274714,-0.001541206030150899,-0.015869713065326918
