omega1,alpha11,alpha12,beta11,beta12,omega2,alpha21,alpha22,beta21,beta22,delta,LogLikelihood,AIC,BIC
1.6758492801842,0.48880598860312,0.637475241747516,0.0619036505751795,0.419283943639526,0.621174715785117,0.00434099371689581,0.345440353953403,0.0330912751595263,0.0650040347920117,1.65625142930766,-1724.41377175464,3470.82754350928,3513.72641439869
