omega1,alpha11,beta11,omega2,alpha22,beta21,delta,LogLikelihood,AIC,BIC
3.63271670716456,0.374455618058163,0.127830627256454,0.872498309355207,0.324438579064818,0.101616946516453,1.71640648616489,-1742.41195451768,3498.82390903536,3526.12319051044
