omega1,alpha11,beta11,omega2,alpha22,beta22,delta,LogLikelihood,AIC,BIC
3.42962478589029,0.40360673216673,0.126446687934908,1.36887083055983,1.17987089450302e-06,0.107146026729459,1.73305276922404,-1744.56820901025,3503.13641802049,3530.43569949557
