SampleSize,MeanThetaHat_1,MeanThetaHat_2,MeanThetaHat_3,MeanThetaHat_4,MeanThetaHat_5,MeanThetaHat_6,MeanThetaHat_7,MeanThetaHat_8,MeanThetaHat_9,StdThetaHat_1,StdThetaHat_2,StdThetaHat_3,StdThetaHat_4,StdThetaHat_5,StdThetaHat_6,StdThetaHat_7,StdThetaHat_8,StdThetaHat_9,MADE_1,MADE_2,MADE_3,MADE_4,MADE_5,MADE_6,MADE_7,MADE_8,MADE_9,MSE_1,MSE_2,MSE_3,MSE_4,MSE_5,MSE_6,MSE_7,MSE_8,MSE_9
200,0.227969287206025,0.0923270491769446,0.375336872419721,0.314311044586925,0.590859149327553,0.327047533711543,0.331722853822843,0.206401536423438,0.725398471355559,0.214850266933152,0.127706770177723,0.14816816291412,0.112631366838198,0.205113402896007,0.136675556499697,0.0850446560371082,0.0813912277618874,0.552400685233351,0.200302920036464,0.107956607851331,0.155302034657899,0.145831870282745,0.190326596727929,0.152894981004925,0.378642313822843,0.0593237954589445,0.489882365108275,0.0570897407607228,0.0166616169426271,0.034237326634413,0.0313931612085616,0.0563774880569876,0.0373474302855291,0.150566432369984,0.00708864610931205,0.357337411339744
500,0.227757686872754,0.0892697001857218,0.435976678473406,0.287658352385085,0.547408593371652,0.321088169904366,0.33002357141554,0.231361118598092,0.676653024408855,0.125747389224998,0.105033103314894,0.0956348865666101,0.101504432337048,0.160900540861458,0.161834036185788,0.0762944203590434,0.098292883252303,0.452104029355429,0.123848664050029,0.119177544760365,0.0863628967513478,0.101375725734038,0.14004481983488,0.137543345352008,0.30147087251554,0.0689133371108293,0.356795763397862,0.0206202968817043,0.015950303174244,0.0129116610611493,0.0174677915768425,0.0294517552628013,0.0268838534310206,0.0965026094493561,0.0106238886763173,0.239963097541946
1000,0.238592744163978,0.0806423104263615,0.453750332062349,0.287749300378839,0.550350427506871,0.321301847451323,0.311810859847949,0.237777546369067,0.705834753605047,0.120688391847127,0.0844198854410866,0.0807492585954321,0.0995915425319082,0.126765415443739,0.149093924655689,0.0865575122115169,0.0947350280345316,0.416340881858816,0.123396360009536,0.120764980236782,0.0655953872209182,0.0851959120824236,0.100628240035291,0.116684997443113,0.265901581927949,0.068244516640953,0.327946927896571,0.0202404939332032,0.017101252571275,0.00841925793144839,0.0138737002389247,0.016276322771498,0.0224410556248045,0.0779119950992994,0.0108364714160918,0.181393024392901
