0.6382,0.2498,0.16946,0.09128,0.24262,0.3179,0.079963,0.32082,0.30783,0.17628,-0.03544
0.37445,0.3172,0.28872,0.033764,0.22501,0.35934,0.16448,0.16895,0.29653,0.23463,0.59636
0.37642,0.41489,0.12845,0.12114,0.18227,0.27461,0.13843,0.25395,0.35055,0.18145,0.4748
0.61347,0.30069,0.19844,0.092485,0.18497,0.28522,0.39818,0.055788,0.25697,0.18044,0.20521
0.51231,0.19714,0.28256,0.091477,0.21858,0.32749,0.22311,0.18085,0.31718,0.17044,0.64777
0.70538,0.0031174,0.36401,0.14781,0.21814,0.0057053,0.44068,0.17315,0.27308,0.12006,-0.39217
0.44598,0.23016,0.2969,0.071865,0.22113,0.34881,0.23368,0.097669,0.28571,0.25044,-0.31891
0.54985,0.02467,0.44906,0.080054,0.20932,0.25983,0.30737,0.10905,0.2947,0.21771,-0.02529
0.57453,0.40781,0.043738,0.10582,0.21207,0.27569,1.5355e-08,0.27764,0.33063,0.28973,-0.21332
0.42233,0.52086,0.00062615,0.12176,0.1933,0.25931,0.031644,0.36104,0.2955,0.21969,0.94813
0.69279,0.3024,0.16638,0.065823,0.19424,0.24126,2.9948e-05,0.36314,0.36048,0.21195,0.15758
0.72,0.057078,0.44524,0.039512,0.17274,0.27463,0.084175,0.2984,0.34787,0.19168,0.86729
0.2622,0.50285,0.16051,0.038016,0.17511,0.43359,0.094462,0.18863,0.3388,0.22872,0.47005
0.40455,0.31998,0.2548,0.065416,0.19272,0.29165,0.013779,0.35594,0.34437,0.19555,0.1619
0.41247,0.27938,0.30225,0.037341,0.22922,0.23955,0.084032,0.4095,0.30767,0.10582,0.94742
0.49575,0.093306,0.46748,0.12015,0.12859,0.52246,0.091776,0.22907,0.27594,0.21168,0.72702
0.43248,0.4442,0.080981,0.09705,0.21399,0.46238,0.016913,0.29659,0.32353,0.20042,0.53314
0.47046,0.25848,0.21294,0.095993,0.25534,0.26103,0.0025156,0.41286,0.28935,0.20589,0.41915
0.53686,0.23382,0.2124,0.11763,0.21345,0.39378,0.10307,0.2599,0.32246,0.18148,0.90091
0.30736,0.41457,0.21563,0.10257,0.13193,0.36755,0.028682,0.32769,0.32412,0.2071,0.28927
