theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,LogLikelihood,AIC,BIC
0.0351261254059151,0.217032513344956,0.225812647053308,0.0757967799986952,0.0377479632671406,0.225779799797762,0.00302388473907155,0.0653003479716969,1.99859939228201,-1552.68436040887,3123.36872081775,3158.46779699999
0.171330506922886,0.225589891268657,0.233683606620647,0.0841583497697043,0.11425020535336,0.233481328586631,0.00303998563748243,0.0825122210413799,1.99696928985967,-591.991356673693,1201.98271334739,1237.08178952963
0.0154508478279525,0.216616225991362,0.218514661573458,0.0959567642502911,0.0329845032351175,0.218058813353103,0.0308498552158322,0.0726309616401876,1.99722422204029,-1111.24090043103,2240.48180086207,2275.58087704431
0.0459827956012072,0.219768656701105,0.226665066933836,0.082730684180789,0.0614068274098043,0.226601644375495,0.00302066404121201,0.0826271116871236,1.98948065639546,-1204.52850677006,2427.05701354012,2462.15608972236
0.431515550158918,0.221584783209069,0.225118596634377,0.0713204353920531,0.0871989253939798,0.22396985076759,0.0163898671307577,0.0882165441275666,1.99969062164696,-168.974599240964,355.949198481927,391.04827466417
0.49415374305334,0.636051779793878,0.995757023267904,0.0874456159337387,0.793145638714448,0.0164514634995954,0.297797205088293,0.102036090341526,1.70314560111951,2317.69144129245,-4617.3828825849,-4582.28380640266
0.662546213760752,0.612947690315459,0.978819912393128,0.0908864799843433,0.728166553990487,0.0299811880775921,0.271988261396171,0.105978320918562,1.63662689064867,2317.44410643369,-4616.88821286737,-4581.78913668513
0.00961548886405047,0.213516634295743,0.220926968258771,0.0851423698293602,0.0541274360264852,0.220740395946825,0.0281955586895004,0.076715673956022,1.99795605901647,-1355.69746746003,2729.39493492006,2764.4940111023
0.0244662284255762,0.216452019387812,0.223090238916856,0.073317700116045,0.00646632307919255,0.223051101439654,0.00498569313824266,0.059349868072559,1.99808383857917,-1798.72472547047,3615.44945094094,3650.54852712319
0.240876836929321,0.232213572571306,0.239646290658924,0.0916789440421741,0.152704079465852,0.239481995957599,0.00306987888532295,0.0765952127564768,1.99693501612747,-186.01200675345,390.024013506899,425.123089689142
1.57717994122127,0.484195858814322,0.955294617743153,0.0987779195045449,0.527961964899862,0.0462150006564473,0.3270443814567,0.106107133305537,1.70722429108572,2317.13505944945,-4616.2701188989,-4581.17104271666
0.665014778614359,0.613606906543162,0.978756083753151,0.0902487782101273,0.728631950887658,0.0271738059122469,0.287096850443097,0.103133236239236,1.6288267249519,2317.51209397439,-4617.02418794877,-4581.92511176653
0.48466682267554,0.63772486654233,0.995752071338797,0.0871285342272416,0.79868327497045,0.0151336438765504,0.3006725250993,0.101720831222791,1.71450364274834,2317.7066243316,-4617.4132486632,-4582.31417248095
0.651456372538727,0.616533576735209,0.978454691840176,0.0890621754099667,0.647442248845141,0.0361674556541325,0.3018093614862,0.0987768185966721,1.6943914738049,2317.59706101014,-4617.19412202028,-4582.09504583804
0.0794599922325222,0.213702861558887,0.227960202078131,0.0777392902260671,0.0511622107410398,0.227878917287928,0.00302742449430028,0.0829100194766011,1.99697178177682,-1227.71629844584,2473.43259689168,2508.53167307392
0.15235706994946,0.230172781536215,0.233886467931993,0.0748541054648985,0.0787668391744297,0.23370216425744,0.00303517295429322,0.0684071247946706,1.99683509693467,-916.521739459544,1851.04347891909,1886.14255510133
0.688565393261139,0.609596145440161,0.978500202126876,0.0909045163071094,0.726703888464399,0.0271537306355344,0.288496928462879,0.103413221897701,1.63248404659924,2317.51624987474,-4617.03249974948,-4581.93342356724
0.00337361284817961,0.243340890074527,0.231645157048583,0.20190826361204,0.146992816513941,0.232525086219264,0.00300558664402193,0.0880172394717002,1.91450994964469,688.216283445756,-1358.43256689151,-1323.33349070927
0.912563149845594,0.57429624909983,0.97228627993356,0.0971749784898224,0.669147208414862,0.0315292236164774,0.297602702877975,0.110508741507721,1.69583545991233,2317.56435603668,-4617.12871207336,-4582.02963589112
0.375057971897297,0.193874948266485,0.131476297150722,0.0845463202528766,0.258214788959212,0.072585169985093,0.00317244499585544,0.0941023412606869,1.99631570138159,-331.424300795698,680.848601591396,715.947677773638
0.422617176622048,0.651621830920069,0.976887975569812,0.0862771575681284,0.768184026313332,0.0107193109851268,0.339018982299697,0.102462561270403,1.56653878612908,2317.91936541532,-4617.83873083064,-4582.7396546484
0.627331758230493,0.615315161361684,0.988968657813161,0.0911172896986354,0.66026805592066,0.032235706827934,0.309134970629195,0.103323242634321,1.70106142469862,2317.78149707701,-4617.56299415401,-4582.46391797177
