Size,Biais_0,Biais_1,Biais_2,Biais_3,Biais_4,Biais_5,Biais_6,Biais_7,Biais_8
size_200,0.017942030721199986,-0.007920871065557916,-0.010353959999999995,0.0017117407438378973,-0.010352380000000105,0.0177587313835999,0.00564464000000009,-0.02053252820000001,-0.20659725100000004
size_500,0.011455519999999886,-0.003443787267799814,-0.00839780000000001,0.0009146659999998974,-0.0050335599999998815,0.004098639999999987,0.002595920000000085,-0.004596053999999905,-0.1198684006599996
size_1000,0.008832159999999811,-0.006788779999999911,-0.0010957000000004768,0.0008067660000000004,0.00609265999999975,0.0005011599999992788,0.0011044600000000293,-0.003198820000000102,-0.04269916626000081
