Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.42987655992600043,0.41983,0.24022271001447634,5.5343e-05,1.0,0.5
Parameter 2,0.25525589698446216,0.21791,0.1849539719409683,1.5221e-08,0.85468,0.2
Parameter 3,0.30361624679999977,0.29390499999999997,0.16278337276851662,0.0019572,0.82862,0.3
Parameter 4,0.18295132807559986,0.184295,0.07486740412388736,9.8378e-06,0.42036,0.2
Parameter 5,0.316142218587618,0.293495,0.23475174415770672,9.3809e-08,0.99978,0.3
Parameter 6,0.38061967111191475,0.37417,0.1886850112729885,2.8573e-09,0.93087,0.4
Parameter 7,0.22085895001940006,0.19525,0.15915401659305986,4.4497e-06,0.87129,0.2
Parameter 8,0.2844300159999999,0.286115,0.07266143077547908,0.034246,0.50555,0.3
Parameter 9,-0.35681387719999974,-0.46119,0.5076549698292745,-1.0,0.96462,-0.5
