Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.48916808040201,0.47102,0.1776735828660973,0.087436,0.94563,0.5
Parameter 2,0.20841822444221114,0.1983,0.1081321147677784,5.4064e-05,0.48036,0.2
Parameter 3,0.29744341708542715,0.29204,0.07527352695124835,0.12158,0.51568,0.3
Parameter 4,0.19562105527638193,0.19558,0.030709385866432216,0.11099,0.27517,0.2
Parameter 5,0.34052858793969865,0.344,0.18076287232923305,0.027268,0.79022,0.3
Parameter 6,0.3791795929648241,0.37894,0.11983172999966962,0.066949,0.72304,0.4
Parameter 7,0.204236056281407,0.20235,0.08451052524358596,0.0064312,0.39582,0.2
Parameter 8,0.29871869346733687,0.29629,0.03145799600842108,0.20843,0.38977,0.3
Parameter 9,-0.48926855728643204,-0.48443,0.25246823149676595,-0.98573,0.35419,-0.5
