Parameter,Mean,Median,Std,Min,Max,Real Value,MADE,MSE
Parameter 1,0.5391046798150062,0.5254283667306975,0.2282806973493533,0.0153676860326718,1.2756612912779852,0.5,0.18681672374421923,0.05364125276574117
Parameter 2,0.1872001097842215,0.1870113829627596,0.137942353313353,-0.1788557614969516,0.510518146460381,0.2,0.11275573352938763,0.019191930027161887
Parameter 3,0.2903329719250454,0.2946510930049599,0.0922052932373275,0.0271904663682276,0.5880409939017057,0.3,0.07582942975421907,0.008595267532783515
Parameter 4,0.196256115494308,0.1980645404755253,0.0330524438483027,0.0986938833292522,0.2913276366164654,0.2,0.025805896678495123,0.0011064807155371672
Parameter 5,0.3618895614418002,0.3658121463044663,0.2315813412527682,-0.3953895178165761,0.9288652144611252,0.3,0.1877600832794117,0.05746023543188943
Parameter 6,0.3907899267776915,0.3732316486287313,0.1400788308843455,0.02640114825044,0.7617092340578739,0.4,0.11419427639008761,0.019706904310685346
Parameter 7,0.1841068330793485,0.1868725767446759,0.1004757615743956,-0.1588579462168425,0.4008164377803719,0.2,0.08101176728355708,0.010347971418722497
Parameter 8,0.2997447543759705,0.2996951893087438,0.0324986216760168,0.2034322521313912,0.381698218446823,0.3,0.026295838274975645,0.0010562255611694577
