Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.3170972274160002,0.29286,0.13107156619949545,1.7708e-05,0.80769,0.3
Parameter 2,0.192146618718442,0.183875,0.11543608251532883,2.6607e-08,0.53665,0.2
Parameter 3,0.48966236,0.4868,0.08115911566318598,0.22058,0.69167,0.5
Parameter 4,0.10187989621367599,0.10358500000000001,0.05296999947419165,1.7219e-08,0.27113,0.1
Parameter 5,0.48734591999999954,0.470255,0.16111338231988562,0.12874,1.0,0.5
Parameter 6,0.4190825231031995,0.428985,0.12460074473690469,4.5516e-06,0.79921,0.4
Parameter 7,0.30522988000000006,0.30334,0.07400616709427399,0.11007,0.56754,0.3
Parameter 8,0.17923548690158406,0.17955,0.07330827964347876,1.5792e-08,0.37446,0.2
Parameter 9,0.502129198,0.6820250000000001,0.5346718107421883,-1.0,1.0,0.7
