theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,LogLikelihood,AIC,BIC
1.99993056492242,0.556142883913425,0.0737418710103916,0.465287672140946,0.658516923445988,0.338257925473576,0.0338147920397338,0.0658190854310995,1.78064916833321,2327.36270734218,-4636.72541468437,-4601.62633850213
1.9998287152605,0.556159047486649,0.0737383798397841,0.465289990046768,0.658519085835657,0.338249649838426,0.0338140925177044,0.0658281968063616,1.78055759292332,2327.36264775028,-4636.72529550057,-4601.62621931832
1.99912510364323,0.556249688003725,0.0737530530372168,0.46523994831307,0.658568753933311,0.338118882043754,0.0338202998329672,0.0658886636990312,1.77937206564206,2327.36222654269,-4636.72445308538,-4601.62537690314
1.99911534661479,0.55626485682441,0.0737374364968413,0.465255845050519,0.658564447195817,0.338155073813376,0.0338186974311013,0.0658592550019634,1.77922818652872,2327.36222198074,-4636.72444396148,-4601.62536777923
1.99558237428069,0.556756975606462,0.0737518814854235,0.465138879721991,0.658123326446454,0.338091268341377,0.0338721095159441,0.0658824952463143,1.77163311680595,2327.36011895535,-4636.72023791069,-4601.62116172845
1.41503196783075,0.665059247336732,0.141032924926993,0.0093053113681166,0.0111360465148148,0.0557225635578157,0.17352642029665,0.0793366815496629,1.78708662208496,2210.1952152584,-4402.3904305168,-4367.29135433456
1.99995750752063,0.556138938932516,0.0737416527994076,0.465290193630339,0.658524909493522,0.338254746321287,0.0338143806225055,0.065820036719529,1.780765347996,2327.36272168546,-4636.72544337091,-4601.62636718867
1.42796090861561,0.570474752033105,0.122137544161457,0.592867767871818,0.0240360657065298,0.007058450290705,0.188669714391076,0.0747759363087862,1.99401214185527,2209.56931587508,-4401.13863175015,-4366.03955556791
1.9999914734904,0.556133881090061,0.0737415195858131,0.465291864824257,0.658513050200965,0.33826782946886,0.0338140165363945,0.0658169124086396,1.780842992421,2327.36274341247,-4636.72548682494,-4601.6264106427
1.99516243727188,0.55682484282953,0.0737497653652957,0.465116291565391,0.658456937291347,0.337857829002228,0.0338442802497397,0.0660501735866668,1.77405393102181,2327.35985802941,-4636.71971605881,-4601.62063987657
1.99998917622667,0.556134884481663,0.0737413872187545,0.465290045357752,0.658525656293106,0.33825562782638,0.0338143933071434,0.0658183515489344,1.7807357041323,2327.36273993949,-4636.72547987898,-4601.62640369674
1.97162380622636,0.560463412175079,0.073495114147192,0.464317290294098,0.655124565042519,0.339226185130032,0.0339145426608355,0.0661919728053749,1.74088031014832,2327.34404404339,-4636.68808808678,-4601.58901190454
1.99990596525266,0.55614663540886,0.0737388650868962,0.465300353489131,0.658270372511216,0.338430386303284,0.0338152100772829,0.0658057628118157,1.78080267596277,2327.36273422547,-4636.72546845094,-4601.6263922687
1.4776703130181,0.703437368517003,0.0754047121147439,0.24641202089146,0.210950780710152,0.00346649820989039,0.145593881173486,0.0851846011825627,1.99630839348824,2229.52303012026,-4441.04606024051,-4405.94698405827
1.99999147427896,0.556134139540612,0.0737416124335688,0.465291059035937,0.658530163681912,0.338255337807552,0.0338141239334126,0.0658178513684136,1.78083083759738,2327.362740533,-4636.725481066,-4601.62640488376
1.99998927366501,0.556135842632303,0.0737400652160092,0.465291656385791,0.658527252139798,0.338257004108877,0.033813483953342,0.0658204923270988,1.78082028660421,2327.36273974074,-4636.72547948148,-4601.62640329924
1.20124733499521,0.36764321670965,0.350639082031748,0.490913059830678,0.00637055233943445,0.0149341776541494,0.20829332862296,0.0745027794090579,1.9942302374803,2162.56840072402,-4307.13680144803,-4272.03772526579
1.99490732583426,0.556823237763434,0.0737752425174639,0.46515019015565,0.65799239762212,0.337987650114829,0.0338556807589532,0.066073966435853,1.77046462610952,2327.35970189945,-4636.71940379891,-4601.62032761666
1.19553986454247,0.362619950971933,0.377156649280027,0.488412639118493,0.00620176749321409,0.0146257323185473,0.212474623414805,0.0597794293820993,1.99353915383225,2155.36475584829,-4292.72951169658,-4257.63043551434
1.99990775791622,0.556154948030283,0.0737302994702488,0.465300917330138,0.65833171679463,0.338371407511542,0.033808578686286,0.0658512697747718,1.78054523737643,2327.36272443796,-4636.72544887592,-4601.62637269368
1.99999829408973,0.556133247839916,0.0737414881206823,0.465291461347058,0.65853113146026,0.338255400038229,0.0338141227909626,0.0658174650298351,1.78086189437958,2327.36274433057,-4636.72548866114,-4601.6264124789
1.99999991440826,0.556132991431762,0.0737415101514763,0.465291516169536,0.658530913524734,0.338255786297915,0.0338141100757123,0.0658173252822386,1.7808677210224,2327.3627453079,-4636.7254906158,-4601.62641443356
1.97980387299891,0.559114120368315,0.0736582681111956,0.464599141146405,0.658641251525725,0.336448788084681,0.0339110116734898,0.0668149943530325,1.74824217339107,2327.34919580654,-4636.69839161308,-4601.59931543084
1.99914025373938,0.556264265420993,0.0737456964589741,0.465205041863043,0.658174940408513,0.338374991376194,0.0338226420397337,0.0658774107213335,1.77966607825497,2327.36230131412,-4636.72460262824,-4601.625526446
1.99911113602025,0.556259090317107,0.0737388350862457,0.465266868239908,0.658430120866399,0.338243561537091,0.0338220304660175,0.065833869056036,1.77943273456283,2327.3622426734,-4636.72448534681,-4601.62540916456
1.97290866219854,0.560229843370959,0.0735500626349039,0.464301125725288,0.659246783778268,0.335799910299104,0.0339323713591095,0.0668004630949424,1.73597164836927,2327.34369547941,-4636.68739095882,-4601.58831477658
1.97838982349525,0.559423796532862,0.0735471710153197,0.464585807149107,0.658023929246357,0.336799269721802,0.0339641584715032,0.066481533172746,1.74059572546668,2327.34784897033,-4636.69569794066,-4601.59662175841
1.99565277152559,0.556736323627334,0.0737742154802114,0.46510239029109,0.658052455054749,0.33818180053652,0.0338462229874588,0.0659873202722561,1.7748039592139,2327.36022560792,-4636.72045121584,-4601.62137503359
1.99536943742038,0.55682420091011,0.0737211353534275,0.465125260855112,0.658202306600286,0.338210052496837,0.0338317623005021,0.0659289465225676,1.77476371043561,2327.36004265484,-4636.72008530969,-4601.62100912745
1.99995711408049,0.556138737557105,0.0737425304100338,0.465287094628206,0.65850382994961,0.338278263952913,0.0338146568696419,0.0658107693644158,1.78098258071621,2327.36272499442,-4636.72544998885,-4601.62637380661
1.99998948854305,0.55613639014515,0.0737417831468519,0.465283475551526,0.658529996220871,0.33824676675102,0.0338148105151506,0.0658215971447054,1.78083258329176,2327.36273939416,-4636.72547878833,-4601.62640260608
1.46876091554853,0.623021020088492,0.0644756220609262,0.605565452829913,0.086770097696116,0.00319067685774867,0.171769233041767,0.0787819567440332,1.82326374265622,2226.12697913196,-4434.25395826392,-4399.15488208167
1.99999965884299,0.556133029052346,0.0737415072000598,0.465291522357394,0.658531164288234,0.338255500301157,0.0338141121377798,0.0658174105973724,1.78086422962468,2327.36274511733,-4636.72549023466,-4601.62641405242
1.99999965884826,0.556133029138797,0.0737415075958032,0.46529151999485,0.658531168698774,0.338255494139168,0.0338141122662305,0.0658174132067915,1.78086420753063,2327.36274511659,-4636.72549023318,-4601.62641405094
1.97984382847795,0.559063333530264,0.0736937491776375,0.464674171512419,0.658901095016309,0.336426504287406,0.0338875505680811,0.0667469114509237,1.74948417482364,2327.34928705751,-4636.69857411503,-4601.59949793279
1.99522942473414,0.556824672252907,0.0737529665737993,0.465047269637573,0.658219083214407,0.337969719492212,0.0338324692514686,0.0661574317718871,1.77231295009524,2327.35989738092,-4636.71979476184,-4601.6207185796
1.99478959558207,0.556927135862131,0.0737172011721983,0.465005952079391,0.658184473462874,0.337862728634012,0.0338565345655724,0.0661370325106706,1.76886988645002,2327.35956534278,-4636.71913068556,-4601.62005450332
1.99474175180956,0.556923319921031,0.0737018483512945,0.465132683755886,0.658674563240932,0.337749617930369,0.0338345314976209,0.0660530980610546,1.77286074279179,2327.35955793542,-4636.71911587084,-4601.6200396886
1.99912258494022,0.556261094819815,0.0737425382454509,0.465247362334421,0.658549622611044,0.338152953847699,0.0338209689525317,0.0658600402963208,1.77918887709916,2327.3622283976,-4636.7244567952,-4601.62538061296
1.22515948296291,0.43643709522234,0.344273808163115,0.183286212988385,0.00851754027982196,0.0210766504866477,0.196034409827074,0.0703382440129942,1.9887069722167,2167.69072869505,-4317.38145739011,-4282.28238120787
1.9999244135876,0.556144532811785,0.0737405343281583,0.465290236120473,0.658518653153175,0.338262131120579,0.033814417661953,0.0658162084764314,1.78073923953278,2327.36270351612,-4636.72540703223,-4601.62633084999
1.99999998293233,0.556132981276465,0.0737415085870483,0.465291532492622,0.658531139241633,0.338255541220928,0.0338141107779844,0.0658173968316224,1.78086478453608,2327.36274530969,-4636.72549061938,-4601.62641443714
1.91869122578461,0.567929152112539,0.0736860007017214,0.462261776992437,0.662665563942496,0.32896400316469,0.0341676535930893,0.0699026146709813,1.65763844766571,2327.28814588123,-4636.57629176245,-4601.47721558021
1.97948623459107,0.559188692044868,0.0736604924213783,0.46448738764799,0.658428517844949,0.336869064510086,0.0338862106020802,0.0666452591495103,1.75212506902611,2327.34934566178,-4636.69869132355,-4601.59961514131
1.9999199064683,0.556137623491001,0.0737474832630391,0.465294489219616,0.658426331462761,0.338314462824649,0.0338139630350591,0.0658205340979913,1.7804648803686,2327.36271616416,-4636.72543232833,-4601.62635614609
1.99507984724728,0.556856800312343,0.0737240266387405,0.465116559522181,0.658494919000634,0.338028297919243,0.0338238878920505,0.065971882821383,1.77482973663798,2327.35982310088,-4636.71964620176,-4601.62057001952
1.99999147093986,0.556134131067426,0.0737414469363042,0.46529191139366,0.658530387789254,0.338255076852569,0.0338141763247529,0.065817943809027,1.78085506099104,2327.3627404945,-4636.725480989,-4601.62640480675
1.99543821584048,0.556799437312958,0.0737311529850757,0.465112623460158,0.65859587860909,0.337926067822126,0.0338337400661676,0.0659496915781379,1.77591029977763,2327.36003094142,-4636.72006188284,-4601.6209857006
1.99543343858104,0.556793044498938,0.0737087058694859,0.465287451534457,0.658435318864052,0.337889405796194,0.0338364216918199,0.0660345613497518,1.77206565876127,2327.35999023334,-4636.71998046667,-4601.62090428443
1.99535145355743,0.556909989661789,0.0736953383262254,0.464842424311781,0.658326135025901,0.337715700232668,0.0338373619266068,0.0662844697975368,1.7722211372874,2327.35992897657,-4636.71985795314,-4601.6207817709
