Size,Biais_0,Biais_1,Biais_2,Biais_3,Biais_4,Biais_5,Biais_6,Biais_7,Biais_8
size_200,-0.08400609684889998,0.11643037168877968,0.025287204187500023,0.0031314564959998847,0.029260070894939816,0.006566896726287685,0.08766958597200009,-0.013767383177999803,0.26267852339999986
size_500,-0.02401187317999992,0.09954266871640016,0.031398703620000024,0.08686221089799967,0.10855188446211972,-0.01685823902000011,0.0830024817585151,0.04604819079999972,0.20398709059999992
size_1000,0.003961923128599998,0.11588138804819997,0.05886033513999972,0.12082271572000008,0.10946003860000031,-0.0145174234399999,0.11916465999999959,0.08070862940000029,0.21296552520000012
