Parameter,Mean,Median,Std,Min,Max,Real Value,MADE,MSE
Parameter 1,0.2976644324208375,0.2998244651767856,0.168183890358642,-0.1364947288634814,0.6734186991842394,0.3,0.13357203374199553,0.02829127585208457
Parameter 2,0.1597928177903768,0.1545449710314655,0.1785123504023861,-0.4462725975178185,0.6645729438079029,0.2,0.1469083025962507,0.03348327674742215
Parameter 3,0.4977128886422555,0.4970516093493233,0.0530803728053049,0.3535124940370203,0.6378658656715281,0.5,0.04210642712391118,0.002822756855512886
Parameter 4,0.3726063223054426,0.3953852810774649,0.2897479814310152,-0.4836858250876533,1.101378632073005,0.1,0.33743949863741507,0.1582680997042468
Parameter 5,0.6081722022821271,0.5868553273368615,0.2081968854804399,0.1392201364489961,1.4648087187084406,0.5,0.1689008076959646,0.05504716847032084
Parameter 6,0.2923732009377455,0.31749115646069,0.228139373275013,-0.4778187405732675,0.929747670909923,0.4,0.19362503122317024,0.06363110151470261
Parameter 7,0.0288411102584479,0.0083972693523866,0.3051527888272046,-0.767816088204084,1.1162114033096793,0.3,0.34624504854849997,0.16664536801489166
Parameter 8,0.1995695276636905,0.1963008626074251,0.0508859952393882,0.0582186148856276,0.3514141823237552,0.2,0.04015956577010152,0.0025895698179353717
