Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.30224980000000023,0.29833,0.056846324732211115,0.17574,0.51202,0.3
Parameter 2,0.20052450500000027,0.20086500000000002,0.07736777662009857,0.0039265,0.41418,0.2
Parameter 3,0.4942460400000006,0.493055,0.049054871202750074,0.35069,0.61339,0.5
Parameter 4,0.5185529799999998,0.501035,0.13061257485755193,0.24246,1.0072,0.5
Parameter 5,0.3879459742988198,0.39368000000000003,0.10721931554447331,1.4941e-07,0.68787,0.4
Parameter 6,0.29889478000000014,0.301375,0.04685980432472588,0.16848,0.46531,0.3
Parameter 7,0.6916096877752055,0.66776,0.3729657386479479,4.7603e-08,1.8036,0.7
