Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.3121376381909547,0.3133,0.05794561040992357,0.16529,0.49225,0.3
Parameter 2,0.19272407035175879,0.19513,0.05142425037438966,0.063902,0.34308,0.2
Parameter 3,0.5000454271356781,0.50102,0.033604609499165806,0.37077,0.61111,0.5
Parameter 4,0.10088281407035182,0.10044,0.02307883597803642,0.034056,0.1722,0.1
Parameter 5,0.509238190954774,0.49796,0.08135617625489662,0.2917,0.79656,0.5
Parameter 6,0.4052572864321612,0.41119,0.05362392424028669,0.22714,0.54793,0.4
Parameter 7,0.3005943718592965,0.29695,0.0342219258594554,0.22396,0.42275,0.3
Parameter 8,0.19153417085427116,0.19165,0.03087955177427052,0.11054,0.29324,0.2
Parameter 9,0.6683147246231157,0.70757,0.2811875908390574,-0.26717,1.0,0.7
