Parameter,Mean,Median,Std,Min,Max,Real Value
Parameter 1,0.3097998994974874,0.29822,0.0885236029394242,0.10146,0.63749,0.3
Parameter 2,0.20332814101125632,0.1961,0.11556477123085326,3.559e-08,0.51,0.2
Parameter 3,0.4748275879396985,0.48132,0.08358391286401559,0.26472,0.68137,0.5
Parameter 4,0.5262467336683417,0.50389,0.1855820766717341,0.18532,1.2278,0.5
Parameter 5,0.38179643780125133,0.38249,0.14507662874612326,2.6228e-08,0.70092,0.4
Parameter 6,0.29823703517587946,0.29619,0.07038981138265821,0.13046,0.51378,0.3
Parameter 7,0.7153598698265833,0.72023,0.4966133381700463,9.898e-08,2.0,0.7
